Unit_Number,Lease_or_Own,Status,Utilimarc_Class,Utilimarc_Category,Company_Code_Detail,Class_Code,Description,Unit_Make,Unit_Model,Unit_Year,Age,Unit_In_Service_Date,Unit_Disposal_Date,Unit_GVWR, Purchase_Price_Without_Tax ,Purchase_Price_With_Tax,Depreciated_Value,Lease_Cost,Interest_Cost,Depreciation_Cost,License_Cost,Mechanic_Labor_Cost,Vendor_Cost,Parts_Cost,Fuel_Cost,Other,Overhead_Cost,Total_Cost,Mechanic_Labor_Hours,Annual_Mileage,MRH,Fuel_Gallons,Fuel_Type,Drive_Type,Inservice_Over_Year,Take_home_vehicle,Total_Demand_Repair_Workorders,Total_Preventive_Maintenance_Workorders,Life to date mileage
12425,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Ford,F550,2012,7,3/20/2013,,19000,114494,114494,34348.2,0,1099.14,7297.07,550.8,10845.98,3068.34,4528.07,9425.13,1530.59,3983.34,42328.47,7050,18699,91.32672109,3793.77,,4,1,1,26,21,122318
13433,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Ford,F550,#N/A,6,10/1/2013,,19000,103337,103337,41334.8,0,1322.71,6586,550.8,13010.56,1174.38,5921.64,8477.69,1530.59,3983.34,42557.72,8457,15044,91.32672109,3347.85,,4,1,1,53,22,123681
12424,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT VERSALIFT,Ford,F550,2012,7,1/16/2013,,19000,74167,74167,22250.1,0,712,4726.9,550.8,6092.21,3960.51,1861,8913.74,1530.59,3983.34,32331.09,3960,19815,91.32672109,3625.6,,4,1,1,31,16,132876
18473,2,2,16,Vehicle,218,51100,MANLIFT 4X4 REG CAB 40FT ALTEC,Dodge/Chrysler,5500,2018,1,1/1/2018,,19000,113669,113669,102302.1,0,3273.67,7244.49,550.8,2123.04,0,10987.54,0,0,0,24179.54,1380,2690,91.32672109,0,,4,1,0,1,0,2690
18474,2,2,16,Vehicle,206,51100,MANLIFT 4X4 REG CAB 40FT ALTEC,Dodge/Chrysler,5500,2018,1,1/1/2018,,19000,113669,113669,102302.1,0,3273.67,7244.49,550.8,3576.87,0,1428.89,0,0,0,16074.71,2325,2500,91.32672109,0,,4,0,0,1,0,2500
14442,2,1,14.1,Vehicle,216,54000,SERVICE BODY 4X4 REG CAB,Ford,F550,2015,4,7/11/2014,,19000,38930,38930,23358,0,747.46,2481.13,550.8,1153.83,0,297.17,6734.82,574.55,1495.27,14035.03,750,16488,34.28225684,2431.954,,4,1,0,2,5,83002
28475,2,1,15,Vehicle,842,55000,FLATBED 4X4 REG CAB,Dodge/Chrysler,5500,2008,11,3/12/2009,,18750,34398,34398,0,0,0,0,543.55,2215.35,0,1416.43,1307.45,676.86,1761.53,7921.16,1440,5221,40.3868739,590.78,,4,1,0,1,4,59785
28476,2,1,15,Vehicle,842,55000,FLATBED 4X4 REG CAB,Dodge/Chrysler,5500,2008,11,3/12/3009,,18750,34398,34398,0,0,0,0,543.55,1615.36,0,1309.47,1097.96,676.86,1761.53,7004.73,1050,4993,40.3868739,496.12,,4,1,0,5,3,56552
28478,2,2,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2008,11,1/23/2009,11/2/2018,18750,102016,102016,0,0,0,0,543.55,5118.38,153.4,2052.89,5309.24,0,0,13177.46,3327,#N/A,91.32672109,2051.2,,4,0,0,24,13,164801
10408,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,3,5500,2010,9,11/19/2010,,18750,108461,108461,10846.1,0,347.08,6912.57,543.55,10061.38,4748.85,7453.16,5561.13,1530.59,3983.34,41141.65,109,18248,91.32672109,2027.9,,4,1,0,42,3D6WD7EL1AG127406,161824
29489,2,2,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2009,10,2/25/2010,,18750,114847,114847,0,0,0,7319.57,543.55,6692.2,0,3308.84,5267.84,0,0,23132,4350,15475,91.32672109,1921.5,,4,0,0,48,16,196133
11414,2,1,16,Vehicle,216,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2011,8,2/9/2011,,18750,136801,136801,27360.2,0,875.53,8718.77,543.55,7753.72,0,7168.72,5388.38,1530.59,3983.34,35962.59,5040,20090,91.32672109,1919.317,,4,1,1,15,12,78823
28480,2,2,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2008,11,11/7/2008,,18750,102016,102016,0,0,0,0,543.55,9830.61,446.46,3294.96,3380.83,0,0,17496.42,6390,10168,91.32672109,1276.8,,4,0,0,34,14,159185
29490,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2009,10,3/12/2010,,18750,114847,114847,0,0,0,7319.57,543.55,19061.24,3421.94,5247.89,3306.65,1530.59,3983.34,44414.76,12390,8310,91.32672109,1262.4,,4,1,1,60,12,162981
29498,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2010,9,5/12/2010,,18750,106732,106732,10673.2,0,341.54,6802.38,543.55,17602.8,2911.19,5769.63,3127.89,1530.59,3983.34,42612.9,11442,7807,91.32672109,1183.21,,4,1,0,54,15,207498
29499,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2010,9,7/20/2010,,18750,106730,106730,10673,0,341.54,6802.25,543.55,9046.01,0,4750.32,2736.12,1530.59,3983.34,29733.72,5880,8293,91.32672109,1024.7,,4,1,0,22,16,125431
28474,2,1,16,Vehicle,216,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2008,11,12/2/2008,,18750,100038,100038,0,0,0,0,543.55,5313.04,1071.28,6924.61,2673.52,1530.59,3983.34,22039.92,3450,#N/A,91.32672109,942.131,,4,1,0,14,14,69079
10406,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2010,9,9/29/2010,,18750,108461,108461,10846.1,0,347.08,6912.57,543.55,6369.13,0,2880.83,2178.83,1530.59,3983.34,24745.92,4140,6418,91.32672109,822.5,,4,1,0,27,13,148036
10407,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2010,9,9/9/2010,,18750,108461,108461,10846.1,0,347.08,6912.57,543.55,13107.48,209.28,4341.38,1579.23,1530.59,3983.34,32554.5,8520,4047,91.32672109,565.756,,4,1,0,35,14,138472
29487,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2009,10,2/22/2010,,18750,114847,114847,0,0,0,7319.57,543.55,3618.4,0,461.15,1079.63,1530.59,3983.34,18536.24,2352,2855,91.32672109,400.39,,4,1,0,10,7,135408
29486,2,2,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2009,10,11/12/2009,5/31/2018,18750,104847,104847,0,0,0,6682.24,543.55,1661.51,0,168.57,457.26,0,0,9513.13,1080,1119,91.32672109,193.21,,4,0,0,6,1,166506
29491,2,2,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Dodge/Chrysler,5500,2009,10,4/14/2010,5/31/2018,18750,114847,114847,0,0,0,7319.57,543.55,1338.44,0,0.93,0,0,0,9202.49,870,187,91.32672109,0,,4,0,0,9,4,139624
10405,2,1,14.1,Vehicle,216,54000,SERVICE BODY 4X4 REG CAB,Dodge/Chrysler,5500,2010,9,6/1/2010,,18750,36645,36645,3664.5,0,117.26,2335.5,543.55,2999.95,0,1255.63,1170.67,574.55,1495.27,10492.39,1950,4608,34.28225684,433.216,,4,1,0,13,2,11299
15445,2,1,16,Vehicle,161,51100,MANLIFT 4X4 REG CAB 37FT ALTEC,Ford,F550,2015,4,6/3/2015,,18000,100751,100751,60450.6,0,1934.42,6421.19,521.81,7892.18,0,4597.34,292.58,1530.59,3983.34,27173.44,5130,742,91.32672109,128.09,,4,1,0,6,15,5598
10412,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Ford,F550,2011,8,12/10/2010,,18000,101851,101851,20370.2,0,651.85,6491.29,521.81,10661.37,0,2320.65,14491.58,1530.59,3983.34,40652.48,6930,28404,91.32672109,5424.664,,4,1,1,65,22,148049
10410,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Ford,F550,2011,8,11/1/2010,,18000,108461,108461,21692.2,0,694.15,6912.57,521.81,9461.39,122.78,10369.94,10656.29,1530.59,3983.34,44252.85,6150,22360,91.32672109,4226.39,,4,1,1,28,20,176911
10411,2,1,16,Vehicle,357,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Ford,F550,2011,8,12/15/2010,,18000,105815,105815,21163,0,677.22,6743.93,521.81,10984.44,355.77,3909.08,9237.14,1530.59,3983.34,37943.32,7140,18215,91.32672109,3660.47,,4,1,1,38,18,130183
15464,2,1,16,Vehicle,216,51100,MANLIFT 4X4 REG CAB 40FT ALTEC,Ford,F550,2014,5,5/8/2015,,18000,93251,93251,46625.5,0,1492.02,5943.19,521.81,12396.73,0,7013.47,5038.61,1530.59,3983.34,37919.74,8058,18135,91.32672109,1653.272,,4,1,0,27,15,80297
17423,2,1,16,Vehicle,216,51100,MANLIFT 4X4 REG CAB 40FT ALTEC,Ford,F550,2017,2,5/16/2017,,18000,110616,110616,88492.8,0,2831.77,7049.92,521.81,4246.09,512.02,1789.38,4560.44,1530.59,3983.34,27025.35,2760,15594,91.32672109,1548.102,,4,1,0,15,13,27151
2023,2,1,100,Trailer,329,88000,TRAILER EQUIPMENT,PGE BUILT,PGE BUILT,1970,49,1/1/1970,,18000,0,0,0,0,0,0,521.81,2676.88,0,1169.03,0,196.2,510.62,5074.55,1740,0,11.70707367,0,,,1,0,10,3,0
2115,2,1,100,Trailer,329,85500,TRAILER FLATBED,FENT,FLATBED,1971,48,5/1/1971,,18000,0,0,0,0,0,0,521.81,1984.58,1082.24,337.39,0,196.2,510.62,4632.85,1290,0,11.70707367,0,,,1,0,9,3,0
2113,2,2,100,Trailer,312,85500,TRAILER FLATBED,FENT,FLATBED,1970,49,1/1/1970,,18000,0,0,0,0,0,0,521.81,978.45,125.76,11.15,0,0,0,1637.16,636,0,11.70707367,0,,,0,0,5,5,0
29831,2,1,100,Trailer,305,82500,TRAILER REEL,PGE BUILT,PGE BUILT,2009,10,7/15/2009,,18000,1019,1019,509.5,0,16.3,32.47,521.81,184.61,0,0,0,196.2,510.62,1462.02,120,0,11.70707367,0,,,1,0,0,2,0
21861,2,1,100,Trailer,305,83250,TRAILER STRINGING,PGE BUILT,PGE BUILT,2001,18,1/9/2002,,18000,11655,11655,1165.5,0,37.3,371.41,521.81,692.3,0,37.17,0,196.2,510.62,2366.8,450,0,11.70707367,0,,,1,0,4,1,0
13884,2,1,100,Trailer,312,80250,TRAILER UTILITY,TRAILMAX,15753,2014,5,11/15/2013,,18000,11075,11075,8306.25,0,265.8,352.92,521.81,2353.81,0,188.12,0,196.2,510.62,4389.28,1530,0,11.70707367,0,,,1,0,9,5,0
2151,2,1,100,Trailer,305,82250,TRAILER UTILITY,JESKC,TRAILER,1973,46,2/1/1973,,18000,0,0,0,0,0,0,521.81,738.45,0,86.95,0,196.2,510.62,2054.03,480,0,11.70707367,0,,,1,0,6,1,0
2308,2,1,100,Trailer,329,82750,TRAILER WIRE,UTILI,TRAILER,1973,46,4/1/1973,,18000,0,0,0,0,0,0,521.81,692.3,0,14.86,0,196.2,510.62,1935.79,450,0,11.70707367,0,,,1,0,2,3,0
2345,2,1,100,Trailer,305,82750,TRAILER WIRE,PGE BUILT,PGE BUILT,1991,28,1/22/1992,,18000,0,0,0,0,0,0,521.81,138.46,0,0,0,196.2,510.62,1367.09,90,0,11.70707367,0,,,1,0,0,1,0
27463,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2007,12,10/31/2007,,17950,32410,32410,0,0,0,0,520.36,2676.88,78.13,1392.5,3808.28,574.55,1495.27,10545.97,1740,#N/A,34.28225684,1421.8,,4,1,0,21,4,104354
27462,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2007,12,11/28/2007,,17950,32410,32410,0,0,0,0,520.36,7107.58,72.54,3847.62,3578.49,574.55,1495.27,17196.41,4620,10632,34.28225684,1368.7,,4,1,0,25,1,118621
27465,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2007,12,12/6/2007,,17950,32410,32410,0,0,0,0,520.36,9553.69,0,7148.06,3591.85,574.55,1495.27,22883.79,6210,11660,34.28225684,1287.6,,4,1,0,49,5,104254
27464,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2007,12,9/28/2007,,17950,32410,32410,0,0,0,0,520.36,3203.03,0,1277.09,3099.29,574.55,1495.27,10169.59,2082,8682,34.28225684,1153.99,,4,1,0,25,4,118530
27461,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2007,12,10/10/2007,,17950,32410,32410,0,0,0,0,520.36,2123.04,0,423.51,1334.43,574.55,1495.27,6471.16,1380,5400,34.28225684,520.3,,4,1,0,18,3,135057
27466,2,1,14.1,Vehicle,312,52500,HOOPIE HI-LINE 4X4 REG CAB,Ford,F550,2007,12,7/10/2007,,17950,32410,32410,0,0,0,0,520.36,2381.5,966.64,437.86,1568.17,574.55,1495.27,7944.35,1548,5333,34.28225684,605.15,,4,1,0,15,3,85423
28473,2,1,15,Vehicle,206,55000,FLATBED 4X4 REG CAB,Ford,F550,2008,11,7/9/2007,,17500,40601,40601,0,0,0,0,507.31,3092.26,0,295.8,1208.71,676.86,1761.53,7542.47,2010,3538,40.3868739,454.1,,4,1,0,9,2,44133
24417,2,2,15,Vehicle,614,55000,FLATBED 4X4 REG CAB,Ford,F550,2004,15,11/4/2004,9/21/2018,17500,0,0,0,0,0,0,507.31,2261.5,0,296.28,1073.37,0,0,4138.47,1470,4703,40.3868739,437.39,,4,0,0,5,1,123440
23451,2,1,15,Vehicle,613,55000,FLATBED 4X4 REG CAB,Ford,F550,2003,16,7/2/2003,,17500,35866,35866,0,0,0,0,507.31,969.22,0,187.61,1032.42,676.86,1761.53,5134.94,630,3919,40.3868739,385.1,,4,1,0,13,2,66540
23452,2,1,15,Vehicle,615,55000,FLATBED 4X4 REG CAB,Ford,F550,2003,16,6/30/2003,,17500,35866,35866,0,0,0,0,507.31,3876.86,0,1024.96,846.95,676.86,1761.53,8694.47,2520,3353,40.3868739,314.4,,4,1,0,9,3,82108
24416,2,1,15,Vehicle,613,55000,FLATBED 4X4 REG CAB,Ford,F550,2004,15,11/16/2004,,17500,0,0,0,0,0,0,507.31,719.99,0,68.65,728.42,676.86,1761.53,4462.77,468,2724,40.3868739,278.33,,4,1,0,2,2,60517
26442,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,11/8/2006,,17500,31355,31355,0,0,0,0,507.31,3830.71,64.88,1551.43,4008.5,574.55,1495.27,12032.64,2490,11321,34.28225684,1497.16,,4,1,0,19,4,129437
26446,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,1/5/2007,,17500,31355,31355,0,0,0,0,507.31,7753.72,966.64,2380.46,3229.76,574.55,1495.27,16907.72,5040,12410,34.28225684,1180.8,,4,1,0,41,4,129528
25431,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,2/10/2006,,17500,34689,34689,0,0,0,0,507.31,7079.89,223.23,2842,2883.64,574.55,1495.27,15605.89,4602,7425,34.28225684,1095.06,,4,1,0,30,3,127871
25439,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,3/31/2006,,17500,34689,34689,0,0,0,0,507.31,2815.34,90.69,931.47,2703.83,574.55,1495.27,9118.46,1830,#N/A,34.28225684,966.6,,4,1,0,21,2,84399
26445,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,12/14/2006,,17500,31355,31355,0,0,0,0,507.31,8999.86,5611.05,4997.99,2579.81,574.55,1495.27,24765.84,5850,7923,34.28225684,939.45,,4,1,0,32,3,127297
24402,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2004,15,9/17/2004,,17500,32908,32908,0,0,0,0,507.31,2353.81,0,603.39,2186.88,574.55,1495.27,7721.22,1530,7553,34.28225684,804.5,,4,1,0,20,2,108682
25430,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,12/6/2005,,17500,34689,34689,0,0,0,0,507.31,9655.23,1538.3,4859.79,2175.19,574.55,1495.27,20805.64,6276,7217,34.28225684,796.13,,4,1,0,30,3,117380
26443,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,12/4/2006,,17500,31355,31355,0,0,0,0,507.31,2575.34,0,716.46,2102.42,574.55,1495.27,7971.36,1674,5725,34.28225684,771.3,,4,1,0,17,3,118255
26441,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,12/6/2006,,17500,31355,31355,0,0,0,0,507.31,5907.6,0,2260.99,1980.12,574.55,1495.27,12725.84,3840,6110,34.28225684,730.9,,4,1,0,17,2,124494
25429,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,11/11/2005,,17500,34689,34689,0,0,0,0,507.31,7384.5,3574.21,5687.22,1783.58,574.55,1495.27,21006.64,4800,7174,34.28225684,675.05,,4,1,0,32,3,125874
26447,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,9/19/2006,,17500,31355,31355,0,0,0,0,507.31,3069.18,523.19,1325.33,1855.49,574.55,1495.27,9350.33,1995,5050,34.28225684,672.2,,4,1,0,18,3,72764
26449,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,8/4/2006,,17500,31355,31355,0,0,0,0,507.31,5169.15,0,971.38,1748.13,574.55,1495.27,10465.78,3360,6047,34.28225684,638.9,,4,1,0,23,3,115631
26450,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,2/10/2006,,17500,31355,31355,0,0,0,0,507.31,1799.97,0,436.39,1556.46,574.55,1495.27,6369.95,1170,4997,34.28225684,580.9,,4,1,0,18,2,94596
25436,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,1/19/2006,,17500,34689,34689,0,0,0,0,507.31,2483.04,0,470.02,1308.22,574.55,1495.27,6838.41,1614,2626,34.28225684,543.38,,4,1,0,15,2,87761
26453,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,9/26/2006,,17500,31355,31355,0,0,0,0,507.31,1384.59,0,473.98,1469.66,574.55,1495.27,5905.36,900,5153,34.28225684,542.8,,4,1,0,11,3,94779
26444,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,#N/A,13,11/13/2006,,17500,31355,31355,0,0,0,0,507.31,1670.74,0,464.41,1409.34,574.55,1495.27,6121.62,1086,3620,34.28225684,481.002,,4,1,0,16,2,95320
24414,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2004,15,11/15/2004,,17500,32908,32908,0,0,0,0,507.31,13262.56,0,3973.73,1305.1,574.55,1495.27,21118.52,8620.8,4231,34.28225684,479.6,,4,1,0,15,2,81558
26448,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,9/30/2006,,17500,31355,31355,0,0,0,0,507.31,2307.66,0,674.28,1200.47,574.55,1495.27,6759.53,1500,4112,34.28225684,445.6,,4,1,0,9,2,88565
21421,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2001,18,4/3/2001,,17500,32461,32461,0,0,0,0,507.31,1338.44,0,495.6,1155.28,574.55,1495.27,5566.46,870,3889,34.28225684,418.36,,4,1,0,9,3,84550
25433,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,11/21/2005,,17500,34689,34689,0,0,0,0,507.31,2723.03,0,1057.6,1089.43,574.55,1495.27,7447.2,1770,5806,34.28225684,406.2,,4,1,0,20,3,163158
26451,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,11/15/2006,,17500,31355,31355,0,0,0,0,507.31,17353.57,1039.41,5773.84,1113.33,574.55,1495.27,27857.29,11280,4387,34.28225684,397.26,,4,1,0,25,4,88888
24413,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2004,15,10/6/2004,,17500,0,0,0,0,0,0,507.31,2630.73,0,247.01,1075.61,574.55,1495.27,6530.48,1710,3997,34.28225684,381.6,,4,1,0,12,2,118781
25434,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,4/3/2006,,17500,34689,34689,0,0,0,0,507.31,2307.66,966.64,1059.6,794.04,574.55,1495.27,7705.07,1500,5649,34.28225684,287.8,,4,1,0,26,3,153745
22436,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2002,17,12/24/2002,,17500,34166,34166,0,0,0,0,507.31,715.37,0,65.7,706.87,574.55,1495.27,4065.08,465,2459,34.28225684,255.3,,4,1,0,8,2,107216
24403,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2004,15,8/17/2004,,17500,32908,32908,0,0,0,0,507.31,692.3,0,270.5,641.92,574.55,1495.27,4181.85,450,1436,34.28225684,238.7,,4,1,0,5,2,95949
23437,2,2,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2003,16,7/2/2003,9/21/2018,17500,35560,35560,0,0,0,0,507.31,1319.98,0,211.85,632.73,0,0,2671.87,858,3387,34.28225684,236.1,,4,0,0,9,3,115796
23442,2,1,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2003,16,8/26/2003,,17500,35660,35660,0,0,0,0,507.31,1938.43,0,309.87,586.06,574.55,1495.27,5411.5,1260,1504,34.28225684,225.93,,4,1,0,13,3,89483
24409,2,2,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2004,15,9/16/2004,5/31/2018,17500,32908,32908,0,0,0,0,507.31,2538.42,0,433.37,431.29,0,0,3910.39,1650,939,34.28225684,179.42,,4,0,0,7,1,164469
23443,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2003,16,8/26/2003,,17500,35660,35660,0,0,0,0,507.31,4818.39,0,3794.68,438.95,574.55,1495.27,11629.15,3132,1815,34.28225684,149.85,,4,1,0,10,3,71853
24415,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2004,15,11/3/2004,,17500,0,0,0,0,0,0,507.31,3415.33,0,151,402.64,574.55,1495.27,6546.1,2220,1891,34.28225684,144.6,,4,1,0,8,2,101938
25437,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,4/3/2006,,17500,34689,34689,0,0,0,0,507.31,2769.19,0,455.18,328.42,574.55,1495.27,6129.93,1800,797,34.28225684,121.9,,4,1,0,14,3,90479
25438,2,1,14.1,Vehicle,329,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,11/29/2005,,17500,34689,34689,0,0,0,0,507.31,784.6,0,117.16,208.64,574.55,1495.27,3687.54,510,676,34.28225684,74.6,,4,1,0,5,2,96496
25435,2,2,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2006,13,11/16/2005,5/31/2018,17500,34689,34689,0,0,0,0,507.31,2667.65,0,221.93,163.98,0,0,3560.87,1734,3657,34.28225684,67.98,,4,0,0,16,1,98951
22433,2,1,14.1,Vehicle,305,52000,HOOPIE 4X4 REG CAB,Ford,F550,2002,17,11/7/2002,,17500,34166,34166,0,0,0,0,507.31,3553.79,0,763.96,130.04,574.55,1495.27,7024.92,2310,535,34.28225684,49.1,,4,1,0,10,3,105536
24407,2,2,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2004,15,10/8/2004,5/31/2018,17500,32908,32908,0,0,0,0,507.31,1846.12,0,0,91.96,0,0,2445.4,1200,758,34.28225684,37,,4,0,0,5,0,132748
21422,2,2,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2001,18,6/26/2002,5/31/2018,17500,31615,31615,0,0,0,0,507.31,3046.11,0,370.9,0,0,0,3924.32,1980,135,34.28225684,0,,4,0,0,11,1,102084
24411,2,2,14.1,Vehicle,312,52000,HOOPIE 4X4 REG CAB,Ford,F550,2004,15,9/16/2004,5/31/2018,17500,32908,32908,0,0,0,0,507.31,692.3,0,0,0,0,0,1199.61,450,48,34.28225684,0,,4,0,0,1,0,72285
29497,2,1,16,Vehicle,218,51100,MANLIFT 4X4 REG CAB 37FT ALTEC,Ford,F550,2006,13,7/15/2009,,17500,51000,51000,0,0,0,0,507.31,11473.66,2676.55,4980.56,1653.28,1530.59,3983.34,26805.3,7458,4660,91.32672109,626.72,,4,1,0,28,14,114004
27468,2,1,16,Vehicle,216,51100,MANLIFT 4X4 REG CAB 38FT TEREX,Ford,F550,2007,12,9/19/2007,,17500,101574,101574,0,0,0,0,507.31,8676.79,3517.42,4291.55,2408.43,1530.59,3983.34,24915.42,5640,8248,91.32672109,887.339,,4,1,0,16,12,225567
23165,2,2,14.1,Vehicle,206,54000,SERVICE BODY 4X4 CRW CAB,Ford,F550,2003,16,10/7/2003,11/2/2018,17500,37074,37074,0,0,0,0,507.31,1753.82,3511.68,523.99,174.41,0,0,6471.2,1140,755,34.28225684,67.39,,4,0,0,12,1,75714
27472,2,1,14.1,Vehicle,206,54000,SERVICE BODY 4X4 REG CAB,Ford,F550,2007,12,1/12/2007,,17500,41290,41290,0,0,0,0,507.31,969.22,0,395.5,4142.42,574.55,1495.27,8084.27,630,6912,34.28225684,1598.98,,4,1,0,3,2,98972
23450,2,1,14.1,Vehicle,632,54000,SERVICE BODY 4X4 REG CAB,Ford,F550,2003,16,11/4/2003,,17500,35983,35983,0,0,0,0,507.31,646.14,0,122.46,551.52,574.55,1495.27,3897.25,420,1209,34.28225684,213.23,,4,1,0,3,2,91830
26440,2,1,14.1,Vehicle,632,54000,SERVICE BODY 4X4 REG CAB,Ford,F550,#N/A,13,12/30/2005,,17500,0,0,0,0,0,0,507.31,1753.82,0,94.49,262.92,574.55,1495.27,4688.36,1140,945,34.28225684,103.13,,4,1,0,7,2,54650
99200,2,1,14.1,Vehicle,161,54000,SERVICE BODY 4X4 REG CAB,Ford,F550,1999,20,9/30/1998,,17500,0,0,0,0,0,0,507.31,0,0,0,199.37,574.55,1495.27,2776.5,0,600,34.28225684,90.09,,4,1,0,0,0,59577
29840,2,1,100,Trailer,312,89250,TRAILER PULLER,HOGG,OLT52,2009,10,2/1/2010,,16400,54827,54827,27413.5,0,877.23,1747.15,475.42,1199.98,0,183.62,0,196.2,510.62,5190.24,780,0,11.70707367,0,,,1,0,13,4,0
