Unit_Number,Lease_or_Own,Status,Utilimarc_Class,Utilimarc_Category,Company_Code_Detail,Class_Code,Description,Unit_Make,Unit_Model,Unit_Year,Age,Unit_In_Service_Date,Unit_Disposal_Date,Unit_GVWR, Purchase_Price_Without_Tax ,Purchase_Price_With_Tax,Depreciated_Value,Lease_Cost,Interest_Cost,Depreciation_Cost,License_Cost,Mechanic_Labor_Cost,Vendor_Cost,Parts_Cost,Fuel_Cost,Other,Overhead_Cost,Total_Cost,Mechanic_Labor_Hours,Annual_Mileage,MRH,Fuel_Gallons,Fuel_Type,Drive_Type,Inservice_Over_Year,Take_home_vehicle,Total_Demand_Repair_Workorders,Total_Preventive_Maintenance_Workorders,Life to date mileage
11867,2,1,99.2,POE,216,84250,TRAILER SUBSTATION,DELTA,MOBILE SUB,2011,8,11/30/2010,,275000,1039378,1039378,207875.6,0,6652.02,66242.93,7972.05,138.46,0,0,0,308.01,801.58,82115.04,90,0,18.37798312,0,,,1,0,0,1,0
11503,2,1,100,Trailer,216,82000,TRAILER JEEP,DELTA,JEEP,2011,8,11/30/2010,,110000,0,0,0,0,0,0,3188.82,230.77,0,0,0,196.2,510.62,4126.41,150,0,11.70707367,0,,,1,0,1,1,0
2282,2,2,99.2,POE,216,84250,TRAILER SUBSTATION,WEST,TRAILER,1965,54,1/1/1965,,70240,0,0,0,0,0,0,2036.21,0,0,0,0,0,0,2036.21,0,0,18.37798312,0,,,0,0,0,0,0
27532,2,1,18.1,Vehicle,312,41200,MANLIFT 6X4 55FT TEREX,International Navistar,7400 SBA,2007,12,1/14/2008,,68000,233183,233183,0,0,0,0,1971.27,10338.3,509.52,3414.31,6911.5,2134.94,5556.16,30836,6720,10286,127.3870232,2526.183,,64,1,0,58,16,109613
27526,2,1,18.1,Vehicle,305,41200,MANLIFT 6X4 55FT TEREX,International Navistar,7400 SBA,2007,12,7/26/2007,,68000,315773,315773,0,0,0,0,1971.27,9692.15,0,2262.49,6633.25,2134.94,5556.16,28250.27,6300,8842,127.3870232,2474.1,,64,1,0,41,19,97644
27528,2,1,18.1,Vehicle,305,41200,MANLIFT 6X4 55FT TEREX,International Navistar,7400 SBA,2007,12,10/17/2007,,68000,224878,224878,0,0,0,0,1971.27,39553.22,0,15056.12,4803.6,2134.94,5556.16,69075.31,25710,6329,127.3870232,1790.5,,64,1,0,36,15,107912
27540,2,1,18.1,Vehicle,329,41200,MANLIFT 6X4 55FT TEREX,International Navistar,7400 SBA,2007,12,9/24/2007,,68000,224878,224878,0,0,0,0,1971.27,17376.65,8157.91,7383.36,3664.91,2134.94,5556.16,46245.21,11295,7197,127.3870232,1334.1,,64,1,0,71,18,80304
27530,2,1,18.1,Vehicle,312,41200,MANLIFT 6X4 55FT TEREX,International Navistar,7400 SBA,2007,12,12/7/2007,,68000,224878,224878,0,0,0,0,1971.27,18008.95,0,5521.05,2890.75,2134.94,5556.16,36083.12,11706,3940,127.3870232,1078.12,,64,1,0,57,18,85859
28554,2,1,18.1,Vehicle,312,41200,MANLIFT 6X4 55FT TEREX,International Navistar,7400 SBA,2008,11,12/19/2008,,68000,222079,222079,0,0,0,0,1971.27,32224.1,0,14381.96,1651.79,2134.94,5556.16,57920.23,20946,1898,127.3870232,636.4,,64,1,0,21,11,42535
28553,2,1,18.1,Vehicle,312,41200,MANLIFT 6X4 55FT TEREX,International Navistar,7500 SBA,2008,11,1/26/2009,,68000,234282,234282,0,0,0,0,1971.27,9295.24,0,2851.29,1361.56,2134.94,5556.16,23170.45,6042,1752,127.3870232,531.6,,64,1,0,27,14,51569
11596,2,1,19.1,Vehicle,312,42000,DIGGER DERRICK 4X4 47FT ALTEC,Freightliner,M2106,2010,9,2/1/2011,,66000,214134,214134,21413.4,0,685.23,13647.45,1913.29,12932.1,0,6605.52,1953.18,2074.67,5399.3,45210.75,8406,2655,123.7907169,746.1,,4,1,0,49,13,50198
21508,2,1,15,Vehicle,312,46050,FLATBED 6X4,International Navistar,4900,2001,18,1/17/2005,,66000,45250,45250,0,0,0,0,1913.29,2681.5,0,289.39,227.26,676.86,1761.53,7549.83,1743,561,40.3868739,83.35,,64,1,0,14,2,56443
11860,2,1,100,Trailer,216,85000,TRAILER TANKER,BEALL,BIAST1003SB,2011,8,1/6/2012,,64000,163805,163805,98283,0,3145.06,5219.91,1855.31,1661.51,0,296.13,0,196.2,510.62,12884.75,1080,0,11.70707367,0,,,1,0,13,5,0
15563,2,1,23,Vehicle,333,43500,KNUCKLE 6X4 33 TON 44FT PALFINGER,International Navistar,7600 SBA,2016,3,8/26/2016,,62500,679413.66,679413.66,475589.56,0,15218.87,43301.23,1811.83,3599.94,0,190.41,628.13,1446.1,3763.46,69959.97,2340,300,86.28537634,171.84,,64,1,0,12,11,3323
11502,2,1,22,Vehicle,329,44500,CRANE 8X6 38TON 127FT ALTEC,Petebilt,365,2011,8,4/26/2011,,61500,309000,309000,144200,0,4614.4,13129.05,1782.84,9646,9069.92,2376.98,847.71,1700.76,4426.22,47593.88,6270,1014,101.4805697,305.55,,,1,0,24,15,15677
12510,2,1,22,Vehicle,305,44500,CRANE 8X6 38TON 127FT ALTEC,Petebilt,365,2012,7,3/6/2013,,61500,323000,323000,172266.67,0,5512.53,13723.89,1782.84,6784.51,1041.6,1357.71,737.61,1700.76,4426.22,37067.67,4410,1300,101.4805697,257.69,,,1,0,15,15,20100
10584,2,1,22,Vehicle,312,44500,CRANE 8X6 38TON 127FT ALTEC,Petebilt,357,2008,11,4/23/2010,,60500,261500,261500,69733.33,0,2231.47,11110.83,1753.85,9166.01,0,2172.18,1749.75,1700.76,4426.22,34311.07,5958,1895,101.4805697,608.23,,,1,0,28,12,27847
27525,2,1,22,Vehicle,161,45500,CRANE 40 TON 6X6 95FT GROVE,GROVE,TSM500E7,2007,12,8/31/2007,,60000,320000,320000,64000,0,2048,13596.42,1739.36,5584.53,0,827.22,473.66,1700.76,4426.22,30396.17,3630,#N/A,101.4805697,214.03,,66,1,0,6,12,5937
29577,2,1,19.1,Vehicle,305,42410,DERRICK 6X4 85FT TEREX,International Navistar,7600 SFA,2010,9,2/10/2010,,60000,252126,252126,25212.6,0,806.8,16068.81,1739.36,12756.72,80.92,2476.41,4572.44,2074.67,5399.3,45975.42,8292,5578,123.7907169,1714.4,,64,1,0,37,16,75865
8254,2,1,100,Trailer,216,85000,TRAILER TANKER,BEALL,TANKER,1972,47,1/1/1972,,60000,0,0,0,0,0,0,1739.36,184.61,0,17,0,196.2,510.62,2647.79,120,0,11.70707367,0,,,1,0,1,1,0
13506,2,1,19.1,Vehicle,329,42310,DERRICK 6X4 65FT TEREX,International Navistar,7600 SFA,2013,6,3/27/2013,,58000,389066,389066,155626.4,0,4980.04,24796.44,1681.38,14307.47,2315.08,5277.65,4556.9,2074.67,5399.3,65388.93,9300,4990,123.7907169,1664.6,,64,1,0,36,19,34977
13515,2,1,19.1,Vehicle,329,42310,DERRICK 6X4 65FT TEREX,International Navistar,7600 SFA,2014,5,3/26/2014,,58000,376781,376781,188390.5,0,6028.5,24013.47,1681.38,5561.45,3065.27,1238.37,3171.8,2074.67,5399.3,52234.21,3615,3301,123.7907169,1177,,64,1,0,10,16,19403
13512,2,1,19.1,Vehicle,305,42310,DERRICK 6X4 80FT TEREX,International Navistar,7600 SFA,#N/A,5,2/6/2014,,58000,406619,406619,203309.5,0,6505.9,25915.15,1681.38,9461.39,179.98,5392.03,6530.47,2074.67,5399.3,63140.26,6150,6113,123.7907169,2448.1,,64,1,0,39,16,30819
11501,2,1,19.1,Vehicle,329,42310,DERRICK 6X4 80FT TEREX,International Navistar,7600 SFA,2011,8,12/8/2011,,58000,399908,399908,79981.6,0,2559.41,25487.43,1681.38,12784.41,68.15,4665.67,4841,2074.67,5399.3,59561.43,8310,5547,123.7907169,1770.7,,64,1,0,46,17,47170
26522,2,1,19.1,Vehicle,312,42310,DERRICK 6X4 80FT TEREX,International Navistar,7600 SFA,2006,13,11/8/2006,,58000,282661,282661,0,0,0,0,1681.38,16892.04,0,9930.1,2107.36,2074.67,5399.3,38084.85,10980,2122,123.7907169,795.32,,64,1,0,45,15,62481
14535,2,1,19.1,Vehicle,312,42410,DERRICK 6X4 95FT TEREX,International Navistar,7600 SFA,2015,4,5/25/2015,,58000,434951,434951,260970.6,0,8351.06,27720.84,1681.38,10822.91,0,6804.48,4193.03,2074.67,5399.3,67047.66,7035,3453,123.7907169,1579.77,,64,1,0,29,15,13724
L5588,2,1,18.1,Vehicle,218,41400,MANLIFT 6X4 95FT ALTEC,International Navistar,7400 SBA,2014,5,1/1/2014,,58000,0,0,0,0,0,0,1681.38,5215.3,0,827.6,1146.61,2134.94,5556.16,16561.99,3390,1439,127.3870232,441.32,,64,1,0,11,11,14676
2255,2,1,100,Trailer,216,85000,TRAILER TANKER,PGE BUILT,PGE BUILT,1985,34,8/13/1990,,58000,0,0,0,0,0,0,1681.38,415.38,0,86.5,0,196.2,510.62,2890.09,270,0,11.70707367,0,,,1,0,4,1,0
23566,2,1,19.1,Vehicle,305,42310,DERRICK 6X4 80FT TEREX,International Navistar,7600 SFA,2004,15,2/4/2004,,57500,237233,237233,0,0,0,0,1666.88,5399.91,2892.69,2511.02,4981.45,2074.67,5399.3,24925.93,3510,7557,123.7907169,1858.6,,64,1,0,24,16,138718
29573,2,1,13.2,Vehicle,305,46000,DUMP TRUCK 6X4 10-15 YRD,International Navistar,5900I SFA,2007,12,6/2/2009,,56500,148813,148813,0,0,0,0,1637.89,2723.03,0,849.89,2090.86,1065.6,2773.21,11140.48,1770,3168,63.58177211,752.29,,64,1,0,8,4,34562
96501,2,2,23,Vehicle,333,43300,KNUCKLE 6X4 17T 42FT EFFER,International Navistar,2674,1997,22,11/18/1996,5/31/2018,56500,154909,154909,0,0,0,0,1637.89,692.3,0,0,0,0,0,2330.19,450,141,86.28537634,0,,64,0,0,2,1,51055
96510,2,1,13.2,Vehicle,329,46000,DUMP TRUCK 6X4 10-15 YRD,International Navistar,9200 SBA,1997,22,10/10/1996,,56000,0,0,0,0,0,0,1623.4,4476.85,0,2658.1,649.73,1065.6,2773.21,13246.88,2910,#N/A,63.58177211,265.05,,64,1,0,16,1,138949
13508,2,1,18,Vehicle,312,41200,MANLIFT 6X4 55FT ALTEC,International Navistar,7500 SBA,2010,9,4/6/2012,,56000,254234,254234,25423.4,0,813.55,16203.16,1623.4,41533.19,831.53,9966.86,4301.51,1986.39,5169.58,82429.16,26997,5007,118.5237141,1556,,64,1,0,77,14,417
2400,2,1,100,Trailer,329,88750,TRAILER TILT,TRAILKING,TKT44-392,1995,24,3/21/1995,,55380,23676,23676,0,0,0,0,1605.43,230.77,0,0,0,196.2,510.62,2543.02,150,0,11.70707367,0,,,1,0,0,3,0
27535,2,1,19.1,Vehicle,329,42310,DERRICK 6X4 65FT TEREX,International Navistar,7600 SBA,2007,12,1/18/2008,,54000,292777,292777,0,0,0,0,1565.42,28476.47,0,5499.16,3292.43,2074.67,5399.3,46307.45,18510,3898,123.7907169,1235.2,,64,1,0,36,13,66089
27541,2,1,19.1,Vehicle,312,42310,DERRICK 6X4 80FT TEREX,International Navistar,7600 SBA,2007,12,1/18/2008,,54000,418848,418848,0,0,0,0,1565.42,12876.72,2726.55,7586.88,6593.62,2074.67,5399.3,38823.16,8370,7014,123.7907169,2417.36,,64,1,0,60,16,91406
27529,2,1,19.1,Vehicle,312,42310,DERRICK 6X4 80FT TEREX,International Navistar,7600 SBA,2007,12,10/11/2007,,54000,312483,312483,0,0,0,0,1565.42,15627.44,1081.52,5340.59,4467.69,2074.67,5399.3,35556.63,10158,5118,123.7907169,1651.9,,64,1,0,50,17,76671
28560,2,2,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT TEREX,International Navistar,7400 SBA,2008,11,2/12/2009,9/30/2018,54000,264216,264216,0,0,0,0,1565.42,7015.27,0,508.1,1624.08,0,0,10712.88,4560,1985,106.902416,609.9,,64,0,0,32,9,52113
98512,2,1,13.2,Vehicle,206,46000,DUMP TRUCK 6X4 10-15 YRD,International Navistar,2674,#N/A,20,5/13/1998,,54000,0,0,0,0,0,0,1565.42,10430.6,1169.16,4259.86,2011.65,1065.6,2773.21,23275.5,6780,5783,63.58177211,771.19,,64,1,0,36,4,114620
4252,2,1,104,Vehicle,216,44080,HOOKLIFT 6X4,International Navistar,2574,1994,25,3/27/1995,,54000,0,0,0,0,0,0,1565.42,6415.28,7801.75,4431.92,755.67,704.91,1834.53,23509.48,4170,1692,42.06048696,266.47,,64,1,0,17,3,54145
28545,2,1,18,Vehicle,305,41200,MANLIFT 6X4 55FT JIB TEREX,International Navistar,7400 SBA,2008,11,2/4/2009,,54000,240303,240303,0,0,0,0,1565.42,29445.69,1771.88,24199.84,9694.63,1986.39,5169.58,73833.43,19140,8543,118.5237141,2642.596,,64,1,0,52,16,125930
13517,2,1,18,Vehicle,329,41200,MANLIFT 6X4 55FT TEREX,International Navistar,7400 SBA,2014,5,1/30/2014,,54000,263617,263617,131808.5,0,4217.87,16801.16,1565.42,13038.26,0,4288.54,3457.87,1986.39,5169.58,50525.1,8475,4730,118.5237141,1259.1,,64,1,0,48,18,32622
13504,2,1,18.1,Vehicle,305,41300,MANLIFT 6X4 77FT ALTEC,International Navistar,7500 SBA,2012,7,4/18/2012,,54000,224517,224517,67355.1,0,2155.36,14309.2,1565.42,7449.11,0,2597.65,1799.35,2134.94,5556.16,37567.19,4842,2262,127.3870232,659.2,,64,1,0,12,15,189
13513,2,1,18.1,Vehicle,312,41300,MANLIFT 6X4 77FT JIB ALTEC,International Navistar,7500 SBA,2013,6,4/3/2014,,54000,308744.34,308744.34,123497.74,0,3951.93,19677.28,1565.42,17104.34,0,8435.61,2102.1,2134.94,5556.16,60527.78,11118,2119,127.3870232,783.2,,64,1,0,39,16,12926
14528-1,2,1,18.1,Vehicle,329,41300,MANLIFT 6X4 72FT ALTEC,International Navistar,7500 SBA,2015,4,4/20/2015,,52500,298010,298010,178806,0,5721.79,18993.14,1521.94,10292.14,1934.39,6950.65,4660.96,2134.94,5556.16,57766.12,6690,5460,127.3870232,1681.3,,64,1,0,29,18,20364
14528,2,1,18.1,Vehicle,329,41300,MANLIFT 6X4 72FT ALTEC,International Navistar,7500 SBA,2015,4,4/20/2015,,52500,283187,283187,169912.2,0,5437.19,18048.42,1521.94,7846.03,1934.39,6577.27,4660.96,2134.94,5556.16,53717.3,5100,5460,127.3870232,1681.3,,64,1,0,30,14,20364
16566,2,1,13.2,Vehicle,206,46000,DUMP TRUCK 6X4 10-15 YRD,International Navistar,7600 SBA,2016,3,10/16/2015,,52000,155565,155565,108895.5,0,3484.66,9914.66,1507.44,2261.5,0,183.26,4068.58,1065.6,2773.21,25258.91,1470,10640,63.58177211,1546.86,,64,1,0,11,2,18208
14548,2,1,13.2,Vehicle,312,46000,DUMP TRUCK 6X4 10-15YRD,International Navistar,7400 SBA,2014,5,1/25/2016,,52000,160276,160276,80138,0,2564.42,10214.91,1507.44,1338.44,0,267.13,2820.71,1065.6,2773.21,22551.85,870,4139,63.58177211,1015.03,,64,1,0,8,14,15720
14524,2,1,18.1,Vehicle,329,41300,MANLIFT 6X4 72FT ALTEC,International Navistar,7500 SBA,2015,4,1/14/2015,,52000,301045,301045,180627,0,5780.06,19186.57,1507.44,19292,3552.44,4026.34,6451.21,2134.94,5556.16,67487.18,12540,7426,127.3870232,2349.2,,64,1,0,71,18,26386
13511,2,1,18.1,Vehicle,305,41300,MANLIFT 6X4 72FT ALTEC,International Navistar,7500 SBA,2014,5,4/11/2014,,52000,302308,302308,151154,0,4836.93,19267.07,1507.44,25338.06,239.97,5163.22,5145.79,2134.94,5556.16,69189.58,16470,6214,127.3870232,1971.99,,64,1,0,51,12,37381
13507,2,1,18.1,Vehicle,329,41300,MANLIFT 6X4 77FT ALTEC,International Navistar,7500 SBA,#N/A,6,3/27/2013,,52000,301711,301711,120684.4,0,3861.9,19229.02,1507.44,10199.84,0,4561.22,899.61,2134.94,5556.16,47950.14,6630,1072,127.3870232,323.2,,64,1,0,31,17,9429
13519,2,1,18.1,Vehicle,312,41300,MANLIFT 6X4 77FT JIB ALTEC,International Navistar,7500 SBA,2014,5,5/1/2014,,52000,314740.34,314740.34,157370.17,0,5035.85,20059.42,1507.44,12313.65,7849.77,2131.35,3331.81,2134.94,5556.16,59920.4,8004,2792,127.3870232,1274.91,,64,1,0,21,15,17469
96512,2,2,18.1,Vehicle,329,41400,MANLIFT 6X4 95FT TEREX,International Navistar,2574,1997,22,6/9/1997,11/16/2018,52000,148683,148683,0,0,0,0,1507.44,5630.68,2300.77,874.77,852.07,0,0,11165.73,3660,1286,127.3870232,316.48,,64,0,0,21,9,71904
18541,2,1,18.1,Vehicle,329,41400,MANLIFT 6X6 100FT ALTEC,Freightliner,M2106,2018,1,4/13/2018,,52000,371591,371591,334431.9,0,10701.82,23682.7,1507.44,13799.78,0,2756.65,1518.32,2134.94,5556.16,61657.81,8970,2697,127.3870232,541.92,,66,0,0,23,11,2889
17588,2,1,18.1,Vehicle,329,41400,MANLIFT 6X6 100FT ALTEC,Freightliner,M2106,2017,2,2/23/2017,,52000,378590,378590,302872,0,9691.9,24128.77,1507.44,8792.17,0,7437.43,1357.64,2134.94,5556.16,60606.45,5715,1886,127.3870232,517.6,,66,1,0,29,14,5726
18542,2,1,18.1,Vehicle,329,41400,MANLIFT 6X6 100FT ALTEC,Freightliner,M2106,2018,1,8/6/2018,,52000,384568,384568,346111.2,0,11075.56,24509.76,1507.44,13638.25,0,2692.34,726.35,2134.94,5556.16,61840.81,8865,377,127.3870232,263.1,,66,0,0,13,5,2243
18540,2,2,18.1,Vehicle,329,41300,MANLIFT 72FT ALTEC,International Navistar,7400 SBA 6X4,2018,1,1/1/2018,,52000,335637.92,335637.92,302074.13,0,9666.37,21391.29,1507.44,4799.92,0,361.62,104.1,0,0,37830.75,3120,1,127.3870232,37.56,,,0,0,2,1,678
15558,2,1,105,Vehicle,329,49050,VAC TRUCK 6X4,International Navistar,7600 SBA,2016,3,11/5/2015,,52000,330603,330603,264482.4,0,8463.44,14046.93,1507.44,6576.82,0,829.97,5531.32,1961.08,5103.68,44020.68,4275,6841,117.0130036,2013.6,,64,1,0,26,28,18160
16586,2,1,105,Vehicle,312,49050,VAC TRUCK 6X4,International Navistar,7600 SBA,2016,3,4/13/2016,,52000,330604,330604,264483.2,0,8463.46,14046.98,1507.44,8722.94,6362.82,304.16,2110.45,1961.08,5103.68,48583,5670,2876,117.0130036,788.46,,64,1,0,23,25,8246
15559,2,1,105,Vehicle,312,49050,VAC TRUCK 6X4,International Navistar,7600 SBA,2016,3,12/3/2015,,52000,330603,330603,264482.4,0,8463.44,14046.93,1507.44,9798.31,0,951.5,1154.86,1961.08,5103.68,42987.24,6369,1328,117.0130036,420.31,,64,1,0,33,21,5260
16598,2,1,22,Vehicle,73,44300,CRANE TRUCK MOUNTED 21-30T,Kenworth,T370,2017,2,4/17/2017,,50000,326381,326381,282863.53,0,9051.63,13867.55,1449.46,3323.02,0,143.5,0,1700.76,4426.22,33962.15,2160,1241,101.4805697,0,,,1,0,12,5,5724
17590,2,1,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2017,2,7/27/2018,,50000,385214.18,385214.18,308171.34,0,9861.48,24550.95,1449.46,12322.88,0,2021.48,2907.13,1791.63,4662.7,59567.72,8010,3844,106.902416,1049.28,,64,0,0,31,7,4044
18523,2,1,19,Vehicle,305,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,9/20/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,8561.4,0,1080.38,2473.05,1791.63,4662.7,50954.26,5565,3796,106.902416,894.96,,64,0,0,20,4,4204
18527,2,1,19,Vehicle,312,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,8/24/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,8256.79,0,1203.8,2470.69,1791.63,4662.7,50770.71,5367,3556,106.902416,882.55,,64,0,0,36,5,3881
18533,2,1,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,8/7/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,7915.26,0,1016.74,2189.5,1791.63,4662.7,49960.92,5145,3090,106.902416,788.86,,64,0,0,19,6,3404
18524,2,1,19,Vehicle,305,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,9/27/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,5912.21,0,517.31,1956.95,1791.63,4662.7,47225.89,3843,#N/A,106.902416,725.15,,64,0,0,17,4,4046
17591,2,1,19,Vehicle,312,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2017,2,7/25/2018,,50000,385214.18,385214.18,308171.34,0,9861.48,24550.95,1449.46,15267.45,0,1323.34,1866.83,1791.63,4662.7,60773.84,9924,2935,106.902416,672.97,,64,0,0,34,5,3402
18531,2,1,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,7/23/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,7730.65,0,624.41,1830.04,1791.63,4662.7,49024.53,5025,2466,106.902416,655.61,,64,0,0,26,6,2792
18522,2,1,19,Vehicle,305,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,9/27/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,6115.29,18.83,535.38,1669.23,1791.63,4662.7,47178.16,3975,2698,106.902416,602.14,,64,0,0,13,4,3257
18529,2,1,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,9/10/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,7707.57,693.56,374.74,1534.22,1791.63,4662.7,49149.52,5010,1772,106.902416,553.18,,64,0,0,23,4,2135
18532,2,1,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,8/7/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,10592.14,683.64,1991.13,1204.66,1791.63,4662.7,53311,6885,1984,106.902416,431.49,,64,0,0,22,5,2355
18521,2,1,19,Vehicle,312,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,11/27/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,9373.7,0,564.49,1051.79,1791.63,4662.7,49829.4,6093,1829,106.902416,379.9,,64,0,0,15,1,1829
18520,2,1,19,Vehicle,305,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,9/26/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,8866.01,0,1640.67,828.29,1791.63,4662.7,50174.39,5763,1880,106.902416,298.29,,64,0,0,13,3,2150
18525,2,1,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,11/6/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,7569.11,0,655.38,795.71,1791.63,4662.7,47859.62,4920,1377,106.902416,286.04,,64,0,0,8,3,1626
18526,2,1,19,Vehicle,312,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,11/1/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,5819.91,0,531.52,704.36,1791.63,4662.7,45895.21,3783,1391,106.902416,251.31,,64,0,0,16,3,1715
18528,2,2,19,Vehicle,312,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,1/1/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,4573.77,0,595.05,171.15,0,0,37725.07,2973,910,106.902416,61.4,,64,0,0,6,1,916
18530,2,2,19,Vehicle,312,42200,DIGGER DERRICK 6X4 50FT ALTEC,International Navistar,7400 SBA,2018,1,1/1/2018,,50000,334319.18,334319.18,300887.26,0,9628.39,21307.24,1449.46,5958.37,0,7053.61,117.37,0,0,45514.45,3873,751,106.902416,45.15,,64,0,0,6,1,751
11597,2,2,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT TEREX,International Navistar,7500 SBA,2012,7,10/11/2011,,50000,306953,306953,92085.9,0,2946.75,19563.11,1449.46,11838.27,206.49,7194.5,2874.73,0,0,46073.31,7695,2848,106.902416,1081.77,,64,0,0,39,10,40944
27537,2,2,19,Vehicle,329,42200,DIGGER DERRICK 6X4 50FT TEREX,International Navistar,7500 SBA,2007,12,1/15/2008,10/31/2018,50000,367940,367940,0,0,0,0,1449.46,5030.69,0,1173.45,2213.09,0,0,9866.69,3270,3664,106.902416,815.3,,64,0,0,28,9,91698
28542,2,1,19,Vehicle,312,42300,DIGGER DERRICK 6X4 60FT TEREX,International Navistar,7500 SBA,2008,11,12/15/2008,,50000,95499,95499,0,0,0,0,1449.46,19938.15,19.53,7420.68,6209.31,1791.63,4662.7,41491.46,12960,8837,106.902416,2277.63,,64,1,0,84,18,107116
28551,2,1,19,Vehicle,312,42300,DIGGER DERRICK 6X4 60FT TEREX,International Navistar,7500 SBA,2009,10,12/15/2008,,50000,273995,273995,0,0,0,17462.59,1449.46,19061.24,0,9223.56,4964.07,1791.63,4662.7,58615.25,12390,7714,106.902416,1831.672,,64,1,0,89,15,109327
17580,2,1,19,Vehicle,305,42200,DIGGER DERRICK 6X6 50FT ALTEC,International Navistar,7400 SBA 6X4,2017,2,10/3/2018,,50000,383561.02,383561.02,306848.82,0,9819.16,24445.59,1449.46,5492.22,0,485.86,1214.47,1791.63,4662.7,49361.09,3570,2292,106.902416,438.89,,66,0,0,17,4,2789
10595,2,1,19,Vehicle,329,42050,DIGGER PRESSURE 6X6 22FT ALTEC,International Navistar,7400 SBA,#N/A,9,4/5/2016,,50000,396379,396379,39637.9,0,1268.41,25262.52,1449.46,4827.62,574.94,3494.02,2886.49,1791.63,4662.7,46217.78,3138,4669,106.902416,1093.29,,66,1,0,14,11,35287
99530,2,1,13.2,Vehicle,312,46000,DUMP TRUCK 6X4 10-15 YRD,International Navistar,9400,1997,22,8/4/1999,,50000,0,0,0,0,0,0,1449.46,3987.63,0,2828.71,1507.49,1065.6,2773.21,13612.09,2592,1752,63.58177211,526.25,,64,1,0,15,5,96863
22559,2,1,99.1,Vehicle,841,47050,FISH TRUCK 6X4,International Navistar,7400 SBA,2002,17,8/28/2002,,50000,187034,187034,0,0,0,0,1449.46,2584.57,0,295.45,1850.88,990.24,2577.09,9747.69,1680,3633,59.08536878,836.34,,64,1,0,6,3,50769
16575,2,1,18,Vehicle,305,41200,MANLIFT 6X4 55FT JIB ALTEC,International Navistar,7400 SBA,2016,3,11/4/2016,,50000,277506,277506,194254.2,0,6216.13,17686.36,1449.46,9230.62,2335.23,3134.07,7043.94,1986.39,5169.58,54251.79,6000,11265,118.5237141,2734.5,,64,1,0,38,17,30954
17596,2,1,18,Vehicle,329,41200,MANLIFT 6X4 55FT JIB ALTEC,International Navistar,7400 SBA,2017,2,4/25/2018,,50000,301670.37,301670.37,241336.3,0,7722.76,19226.43,1449.46,5030.69,0,1661.49,3546.46,1986.39,5169.58,45793.26,3270,4062,118.5237141,1260.19,,64,0,0,16,10,5096
